Timestamp,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
1 hr,50,30,20,300,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
2 hr,50,30,20,300,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
3 hr,50.006,29.997,20,300,200,300.266,85.723,0.11,0.8,234.5,24.767,66.771,21.495
4 hr,50.015,29.991,20,300,199.998,300.436,85.772,0.11,0.8,234.496,24.79,66.771,21.507
5 hr,50.025,29.984,20,300,199.997,300.536,85.836,0.11,0.8,234.489,24.831,66.772,21.523
6 hr,50.035,29.976,20,300,199.995,300.586,85.92,0.11,0.8,234.481,24.884,66.772,21.544
7 hr,50.045,29.968,20,300,199.993,300.601,86.016,0.11,0.8,234.472,24.945,66.773,21.568
8 hr,50.053,29.96,20,300,199.992,300.592,86.119,0.11,0.8,234.463,25.013,66.774,21.594
9 hr,50.06,29.952,20,300,199.99,300.567,86.228,0.11,0.8,234.454,25.084,66.775,21.621
10 hr,50.066,29.945,20,300,199.989,300.532,86.338,0.11,0.8,234.445,25.158,66.776,21.649
11 hr,50.069,29.939,20,300,199.989,300.492,86.449,0.11,0.8,234.437,25.234,66.777,21.677
12 hr,50.072,29.933,20,300,199.988,300.449,86.56,0.11,0.8,234.429,25.31,66.777,21.705
13 hr,50.073,29.927,20,300,199.988,300.406,86.667,0.11,0.8,234.423,25.386,66.778,21.732
14 hr,50.073,29.922,20,300,199.988,300.364,86.772,0.11,0.8,234.416,25.462,66.779,21.758
15 hr,50.072,29.918,20,300,199.988,300.324,86.874,0.11,0.8,234.411,25.538,66.78,21.783
16 hr,50.07,29.914,20,300,199.988,300.287,86.971,0.11,0.8,234.406,25.613,66.781,21.808
17 hr,50.067,29.911,20,300,199.989,300.253,87.064,0.11,0.8,234.401,25.688,66.782,21.831
18 hr,50.064,29.908,20,300,199.989,300.222,87.152,0.11,0.8,234.397,25.761,66.782,21.853
19 hr,50.061,29.905,20,300,199.989,300.195,87.235,0.11,0.8,234.394,25.834,66.783,21.874
20 hr,50.057,29.903,20,300,199.99,300.17,87.314,0.11,0.8,234.391,25.907,66.783,21.894
21 hr,50.053,29.901,20,300,199.991,300.148,87.387,0.11,0.8,234.388,25.979,66.784,21.912
22 hr,50.048,29.899,20,300,199.991,300.128,87.456,0.11,0.8,234.386,26.05,66.785,21.929
23 hr,50.044,29.898,20,300,199.992,300.111,87.52,0.11,0.8,234.384,26.121,66.785,21.945
24 hr,50.04,29.897,20,300,199.992,300.096,87.579,0.11,0.8,234.383,26.191,66.785,21.96
25 hr,50.036,29.895,20,300,199.993,300.083,87.634,0.11,0.8,234.381,26.26,66.786,21.974
26 hr,50.032,29.895,20,300,199.993,300.071,87.684,0.11,0.8,234.38,26.33,66.786,21.986
27 hr,50.028,29.894,20,300,199.994,300.061,87.73,0.11,0.8,234.379,26.399,66.787,21.998
28 hr,50.024,29.893,20,300,199.994,300.053,87.771,0.11,0.8,234.378,26.468,66.787,22.008
29 hr,50.02,29.892,20,300,199.995,300.045,87.809,0.11,0.8,234.377,26.536,66.787,22.018
30 hr,50.017,29.892,20,300,199.995,300.039,87.843,0.11,0.8,234.376,26.604,66.787,22.026
31 hr,50.014,29.891,20,300,199.996,300.033,87.873,0.11,0.8,234.376,26.672,66.788,22.034
32 hr,50.011,29.891,20,300,199.996,300.028,87.9,0.11,0.8,234.375,26.74,66.788,22.041
33 hr,50.008,29.891,20,300,199.997,300.024,87.923,0.11,0.8,234.375,26.807,66.788,22.047
34 hr,50.005,29.891,20,300,199.997,300.021,87.944,0.11,0.8,234.374,26.875,66.788,22.052
35 hr,50.003,29.89,20,300,199.997,300.018,87.961,0.11,0.8,234.374,26.942,66.788,22.056
36 hr,50.001,29.89,20,300,199.997,300.015,87.976,0.11,0.8,234.374,27.01,66.788,22.06
37 hr,49.999,29.89,20,300,199.998,300.013,87.988,0.11,0.8,234.374,27.077,66.789,22.063
38 hr,49.997,29.89,20,300,199.998,300.011,87.997,0.11,0.8,234.373,27.144,66.789,22.065
39 hr,49.995,29.89,20,300,199.998,300.009,88.004,0.11,0.8,234.373,27.211,66.789,22.067
40 hr,49.994,29.89,20,300,199.998,300.008,88.01,0.11,0.8,234.373,27.278,66.789,22.068
41 hr,49.992,29.889,20,300,199.999,300.007,88.013,0.11,0.8,234.373,27.345,66.789,22.069
42 hr,49.991,29.889,20,300,199.999,300.006,88.014,0.11,0.8,234.373,27.412,66.789,22.069
43 hr,49.99,29.889,20,300,199.999,300.005,88.014,0.11,0.8,234.373,27.479,66.789,22.069
44 hr,49.989,29.889,20,300,199.999,300.004,88.013,0.11,0.8,234.373,27.546,66.789,22.069
45 hr,49.989,29.889,20,300,199.999,300.004,88.01,0.11,0.8,234.373,27.612,66.789,22.068
46 hr,49.988,29.889,20,300,199.999,300.003,88.006,0.11,0.8,234.373,27.679,66.789,22.067
47 hr,49.988,29.889,20,300,199.999,300.003,88,0.11,0.8,234.373,27.746,66.789,22.066
48 hr,49.987,29.889,20,300,199.999,300.002,87.994,0.11,0.8,234.372,27.813,66.789,22.064
49 hr,49.987,29.889,20,300,199.999,300.002,87.987,0.11,0.8,234.372,27.879,66.789,22.063
50 hr,49.987,29.889,20,300,199.999,300.002,87.979,0.11,0.8,234.372,27.946,66.789,22.061
