Timestamp,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
1 hr,50,30,20,300,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
2 hr,50,30,20,300,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
3 hr,50.005,30,20.04,300,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
4 hr,50.013,30,20.08,300,200,300,85.762,0.11,0.8,234.5,24.767,66.771,21.505
5 hr,50.025,30,20.12,300,200,300,85.826,0.11,0.8,234.5,24.767,66.771,21.521
6 hr,50.04,30,20.16,300,200,300,85.923,0.11,0.8,234.5,24.767,66.771,21.545
7 hr,50.057,30,20.2,300,200,300,86.049,0.11,0.8,234.5,24.767,66.771,21.577
8 hr,50.075,30,20.24,300,200,300,86.207,0.11,0.8,234.5,24.767,66.771,21.616
9 hr,50.094,30,20.28,300,200,300,86.395,0.109,0.8,234.5,24.767,66.771,21.663
10 hr,50.114,30,20.32,300,200,300,86.614,0.109,0.8,234.5,24.767,66.771,21.718
11 hr,50.135,30,20.36,300,200,300,86.863,0.109,0.8,234.5,24.767,66.771,21.781
12 hr,50.155,30,20.4,300,200,300,87.141,0.109,0.8,234.5,24.767,66.771,21.851
13 hr,50.175,30,20.44,300,200,300,87.449,0.109,0.8,234.5,24.767,66.771,21.928
14 hr,50.195,30,20.48,300,200,300,87.784,0.109,0.8,234.5,24.767,66.771,22.012
15 hr,50.215,30,20.52,300,200,300,88.147,0.109,0.8,234.5,24.767,66.771,22.103
16 hr,50.234,30,20.56,300,200,300,88.536,0.109,0.8,234.5,24.767,66.771,22.2
17 hr,50.252,30,20.6,300,200,300,88.951,0.109,0.8,234.5,24.767,66.771,22.304
18 hr,50.269,30,20.64,300,200,300,89.39,0.109,0.8,234.5,24.767,66.771,22.414
19 hr,50.286,30,20.68,300,200,300,89.853,0.109,0.8,234.5,24.767,66.771,22.53
20 hr,50.301,30,20.72,300,200,300,90.338,0.109,0.8,234.5,24.767,66.771,22.652
21 hr,50.316,30,20.76,300,200,300,90.846,0.109,0.8,234.5,24.767,66.771,22.779
22 hr,50.329,30,20.8,300,200,300,91.374,0.109,0.8,234.5,24.767,66.771,22.912
23 hr,50.342,30,20.84,300,200,300,91.921,0.109,0.8,234.5,24.767,66.771,23.049
24 hr,50.354,30,20.88,300,200,300,92.487,0.109,0.8,234.5,24.767,66.771,23.191
25 hr,50.365,30,20.92,300,200,300,93.071,0.109,0.8,234.5,24.767,66.771,23.337
26 hr,50.375,30,20.96,300,200,300,93.672,0.109,0.8,234.5,24.767,66.771,23.488
27 hr,50.384,30,21,300,200,300,94.288,0.109,0.8,234.5,24.767,66.771,23.643
28 hr,50.392,30,21.04,300,200,300,94.92,0.109,0.8,234.5,24.767,66.771,23.801
29 hr,50.399,30,21.08,300,200,300,95.565,0.109,0.8,234.5,24.767,66.771,23.963
30 hr,50.406,30,21.12,300,200,300,96.223,0.109,0.8,234.5,24.767,66.771,24.128
