Timestamp,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
1 hr,50,30,20,300,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
2 hr,50,30,20,300,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
3 hr,49.994,30.004,20,300,200,299.734,85.723,0.11,0.8,234.5,24.767,66.771,21.495
4 hr,49.985,30.009,20,300,200.002,299.564,85.675,0.11,0.8,234.504,24.744,66.771,21.483
5 hr,49.975,30.017,20,300,200.003,299.464,85.61,0.11,0.8,234.511,24.703,66.771,21.467
6 hr,49.965,30.024,20,300,200.005,299.414,85.526,0.11,0.8,234.519,24.65,66.77,21.445
7 hr,49.955,30.032,20,300,200.007,299.399,85.431,0.11,0.8,234.528,24.589,66.77,21.422
8 hr,49.947,30.04,20,300,200.008,299.408,85.327,0.11,0.8,234.537,24.521,66.769,21.396
9 hr,49.94,30.048,20,300,200.01,299.433,85.219,0.11,0.8,234.546,24.45,66.768,21.368
10 hr,49.935,30.055,20,300,200.011,299.468,85.108,0.11,0.8,234.555,24.376,66.767,21.341
11 hr,49.931,30.061,20,300,200.011,299.508,84.998,0.11,0.8,234.563,24.3,66.766,21.313
12 hr,49.928,30.067,20,300,200.012,299.551,84.888,0.11,0.8,234.571,24.224,66.765,21.285
13 hr,49.927,30.073,20,300,200.012,299.594,84.78,0.11,0.8,234.578,24.148,66.764,21.258
14 hr,49.927,30.078,20,300,200.012,299.636,84.676,0.11,0.8,234.584,24.072,66.763,21.232
15 hr,49.929,30.082,20,300,200.012,299.676,84.575,0.11,0.8,234.589,23.996,66.763,21.207
16 hr,49.931,30.086,20,300,200.012,299.713,84.478,0.11,0.8,234.594,23.921,66.762,21.183
17 hr,49.933,30.089,20,300,200.012,299.747,84.386,0.11,0.8,234.599,23.846,66.761,21.159
18 hr,49.936,30.092,20,300,200.011,299.778,84.298,0.11,0.8,234.603,23.773,66.76,21.138
19 hr,49.94,30.095,20,300,200.011,299.805,84.215,0.11,0.8,234.606,23.699,66.76,21.117
20 hr,49.944,30.097,20,300,200.01,299.83,84.138,0.11,0.8,234.609,23.627,66.759,21.097
21 hr,49.948,30.099,20,300,200.01,299.852,84.065,0.11,0.8,234.612,23.555,66.759,21.079
22 hr,49.952,30.101,20,300,200.009,299.872,83.997,0.11,0.8,234.614,23.484,66.758,21.062
23 hr,49.956,30.102,20,300,200.008,299.889,83.934,0.109,0.8,234.616,23.413,66.758,21.046
24 hr,49.961,30.104,20,300,200.008,299.904,83.875,0.109,0.8,234.618,23.343,66.757,21.032
25 hr,49.965,30.105,20,300,200.007,299.917,83.822,0.109,0.8,234.619,23.273,66.757,21.018
26 hr,49.969,30.106,20,300,200.007,299.929,83.773,0.109,0.8,234.62,23.204,66.756,21.006
27 hr,49.973,30.106,20,300,200.006,299.939,83.728,0.109,0.8,234.621,23.135,66.756,20.995
28 hr,49.977,30.107,20,300,200.006,299.948,83.688,0.109,0.8,234.622,23.066,66.756,20.984
29 hr,49.981,30.108,20,300,200.005,299.955,83.651,0.109,0.8,234.623,22.998,66.756,20.975
30 hr,49.984,30.108,20,300,200.005,299.962,83.619,0.109,0.8,234.624,22.93,66.755,20.967
31 hr,49.987,30.109,20,300,200.004,299.967,83.59,0.109,0.8,234.624,22.862,66.755,20.96
32 hr,49.99,30.109,20,300,200.004,299.972,83.565,0.109,0.8,234.625,22.794,66.755,20.954
33 hr,49.993,30.109,20,300,200.004,299.976,83.543,0.109,0.8,234.625,22.726,66.755,20.948
34 hr,49.996,30.11,20,300,200.003,299.979,83.524,0.109,0.8,234.626,22.659,66.755,20.943
35 hr,49.998,30.11,20,300,200.003,299.983,83.508,0.109,0.8,234.626,22.592,66.754,20.939
36 hr,50,30.11,20,300,200.003,299.985,83.495,0.109,0.8,234.626,22.524,66.754,20.936
37 hr,50.002,30.11,20,300,200.002,299.987,83.484,0.109,0.8,234.627,22.457,66.754,20.933
38 hr,50.004,30.11,20,300,200.002,299.989,83.476,0.109,0.8,234.627,22.39,66.754,20.931
39 hr,50.006,30.11,20,300,200.002,299.991,83.47,0.109,0.8,234.627,22.323,66.754,20.93
40 hr,50.007,30.111,20,300,200.002,299.992,83.466,0.109,0.8,234.627,22.256,66.754,20.929
41 hr,50.009,30.111,20,300,200.002,299.993,83.465,0.109,0.8,234.627,22.189,66.754,20.929
42 hr,50.01,30.111,20,300,200.001,299.994,83.464,0.109,0.8,234.627,22.122,66.754,20.928
43 hr,50.011,30.111,20,300,200.001,299.995,83.466,0.109,0.8,234.627,22.055,66.754,20.929
44 hr,50.011,30.111,20,300,200.001,299.996,83.469,0.109,0.8,234.627,21.988,66.754,20.93
45 hr,50.012,30.111,20,300,200.001,299.997,83.473,0.109,0.8,234.627,21.922,66.754,20.931
46 hr,50.013,30.111,20,300,200.001,299.997,83.478,0.109,0.8,234.628,21.855,66.753,20.932
47 hr,50.013,30.111,20,300,200.001,299.998,83.485,0.109,0.8,234.628,21.788,66.753,20.934
48 hr,50.013,30.111,20,300,200.001,299.998,83.492,0.109,0.8,234.628,21.721,66.753,20.935
49 hr,50.014,30.111,20,300,200.001,299.998,83.5,0.109,0.8,234.628,21.655,66.753,20.937
50 hr,50.014,30.111,20,300,200.001,299.999,83.509,0.109,0.8,234.628,21.588,66.753,20.94
