Timestamp,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
1 hr,50,30,20,300,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
2 hr,50,30,20,300,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
3 hr,50.002,30,20,300,200,300,85.457,0.11,0.8,234.5,24.767,66.771,21.495
4 hr,50.004,30,20,300,200,300,85.331,0.11,0.8,234.5,24.767,66.771,21.53
5 hr,50.008,30,20,300,200,300,85.167,0.11,0.8,234.5,24.767,66.771,21.555
6 hr,50.012,30,20,300,200,300,85.042,0.11,0.8,234.5,24.767,66.771,21.591
7 hr,50.016,30,20,300,200,300,84.923,0.11,0.8,234.5,24.767,66.771,21.627
8 hr,50.021,30,20,300,200,300,84.822,0.11,0.8,234.5,24.767,66.771,21.669
9 hr,50.026,30,20,300,200,300,84.732,0.11,0.8,234.5,24.767,66.771,21.713
10 hr,50.03,30,20,300,200,300,84.656,0.11,0.8,234.5,24.767,66.771,21.761
11 hr,50.035,30,20,300,200,300,84.592,0.11,0.8,234.5,24.767,66.771,21.811
12 hr,50.039,30,20,300,200,300,84.54,0.11,0.8,234.5,24.767,66.771,21.865
13 hr,50.043,30,20,300,200,300,84.498,0.11,0.8,234.5,24.767,66.771,21.921
14 hr,50.046,30,20,300,200,300,84.466,0.11,0.8,234.5,24.767,66.771,21.98
15 hr,50.05,30,20,300,200,300,84.443,0.11,0.8,234.5,24.767,66.771,22.041
16 hr,50.053,30,20,300,200,300,84.429,0.11,0.8,234.5,24.767,66.771,22.104
17 hr,50.055,30,20,300,200,300,84.422,0.11,0.8,234.5,24.767,66.771,22.169
18 hr,50.058,30,20,300,200,300,84.423,0.11,0.8,234.5,24.767,66.771,22.236
19 hr,50.06,30,20,300,200,300,84.43,0.11,0.8,234.5,24.767,66.771,22.304
20 hr,50.061,30,20,300,200,300,84.444,0.11,0.8,234.5,24.767,66.771,22.374
21 hr,50.062,30,20,300,200,300,84.462,0.11,0.8,234.5,24.767,66.771,22.445
22 hr,50.063,30,20,300,200,300,84.486,0.11,0.8,234.5,24.767,66.771,22.518
23 hr,50.064,30,20,300,200,300,84.513,0.11,0.8,234.5,24.767,66.771,22.592
24 hr,50.064,30,20,300,200,300,84.545,0.11,0.8,234.5,24.767,66.771,22.666
25 hr,50.064,30,20,300,200,300,84.579,0.11,0.8,234.5,24.767,66.771,22.741
26 hr,50.063,30,20,300,200,300,84.617,0.11,0.8,234.5,24.767,66.771,22.817
27 hr,50.063,30,20,300,200,300,84.656,0.11,0.8,234.5,24.767,66.771,22.894
28 hr,50.062,30,20,300,200,300,84.698,0.11,0.8,234.5,24.767,66.771,22.971
29 hr,50.061,30,20,300,200,300,84.741,0.11,0.8,234.5,24.767,66.771,23.049
30 hr,50.059,30,20,300,200,300,84.786,0.11,0.8,234.5,24.767,66.771,23.126
31 hr,50.058,30,20,300,200,300,84.831,0.11,0.8,234.5,24.767,66.771,23.204
32 hr,50.056,30,20,300,200,300,84.877,0.11,0.8,234.5,24.767,66.771,23.283
33 hr,50.055,30,20,300,200,300,84.923,0.11,0.8,234.5,24.767,66.771,23.361
34 hr,50.053,30,20,300,200,300,84.969,0.11,0.8,234.5,24.767,66.771,23.439
35 hr,50.051,30,20,300,200,300,85.015,0.11,0.8,234.5,24.767,66.771,23.517
36 hr,50.049,30,20,300,200,300,85.06,0.11,0.8,234.5,24.767,66.771,23.595
37 hr,50.047,30,20,300,200,300,85.105,0.11,0.8,234.5,24.767,66.771,23.673
38 hr,50.045,30,20,300,200,300,85.149,0.11,0.8,234.5,24.767,66.771,23.751
39 hr,50.042,30,20,300,200,300,85.192,0.11,0.8,234.5,24.767,66.771,23.828
40 hr,50.04,30,20,300,200,300,85.234,0.11,0.8,234.5,24.767,66.771,23.906
41 hr,50.038,30,20,300,200,300,85.275,0.11,0.8,234.5,24.767,66.771,23.982
42 hr,50.036,30,20,300,200,300,85.314,0.11,0.8,234.5,24.767,66.771,24.059
43 hr,50.034,30,20,300,200,300,85.352,0.11,0.8,234.5,24.767,66.771,24.135
44 hr,50.032,30,20,300,200,300,85.389,0.11,0.8,234.5,24.767,66.771,24.211
45 hr,50.029,30,20,300,200,300,85.424,0.11,0.8,234.5,24.767,66.771,24.286
46 hr,50.027,30,20,300,200,300,85.457,0.11,0.8,234.5,24.767,66.771,24.362
47 hr,50.025,30,20,300,200,300,85.489,0.11,0.8,234.5,24.767,66.771,24.436
48 hr,50.023,30,20,300,200,300,85.519,0.11,0.8,234.5,24.767,66.771,24.51
49 hr,50.021,30,20,300,200,300,85.548,0.11,0.8,234.5,24.767,66.771,24.584
50 hr,50.02,30,20,300,200,300,85.575,0.11,0.8,234.5,24.767,66.771,24.658
