slide valve %,vibration motor mm/s,discharge pressure bara,discharge temperature degC,suction pressure bara,suction temperature degC,cooling water temperature degC,cooling water return temperature degC,cooling water flow m3/h,cooling water header pressure barg,chilled water return temperature degC,chilled water supply temperature degC,motor current,motor bearing DE temperature degC,motor bearing NDE temperature degC,Motor Stator Temperature degC,Motor Stator Temperature degC,Motor Stator Temperature degC,Oil Pressure bara,,Oil Pressure bara_2,Oil Temperature degC,OutsideTemperature
67.7055,0.643,12.1001,65.4679,5.5848,8.1764,28.3393,30.3511,1311.8534,4.9974,14.5996,11.1789,15.255,52.7199,40.0357,62.6245,61.4593,61.24,15.4734,10.6936,48.7724,26.027
61.8036,0.6496,11.9932,65.0313,5.5826,7.8665,28.2638,30.2963,1304.8368,4.9877,13.9798,10.8306,13.737,53.0491,40.7997,63.3216,62.6007,62.4837,15.4837,10.4309,49.6392,27.2256
78.92,0.8047,12.7593,70.5747,5.541,7.5539,29.4392,31.92,1324.3505,4.9892,14.4042,10.7587,16.022,53.6478,41.7903,64.8669,63.7863,63.9098,16.0535,11.2442,50.7109,27.0933
81.1633,0.8011,13.0879,70.763,5.5603,7.6246,30.1334,32.6095,1321.787,4.9883,14.2536,10.7194,16.8533,54.7087,42.7189,66.9913,65.0127,66.127,16.3879,11.6272,51.9956,28.7916
62.6674,0.618,12.7901,69.1871,5.6262,8.1286,30.9708,32.6599,1315.7706,4.9898,14.3821,11.3527,15.1471,56.754,44.0034,68.1819,66.4675,66.5319,16.246,11.2479,52.0997,30.0686
79.6674,0.9952,12.7769,70.529,5.5497,7.411,29.365,31.8364,1322.8891,4.9896,14.4291,10.7096,17.1025,57.4294,45.4103,68.0254,67.0305,68.5615,15.9588,11.184,50.9932,30.9166
80.2431,0.9431,12.5954,67.6584,5.6487,7.9648,29.2601,31.4868,1319.146,4.9886,14.5441,10.8708,16.3187,57.6912,45.2106,69.1921,68.799,68.9997,15.8446,10.8543,50.0386,32.614
83.0901,0.8224,12.5116,68.2737,5.5481,7.7497,28.805,31.3054,1318.3111,4.9889,14.4897,11.0211,16.8433,58.9332,46.4649,70.3031,69.5962,69.8768,15.8946,11.0401,50.8809,32.0955
80.3332,0.747,12.5543,69.1203,5.4963,7.7728,28.899,31.5084,1315.4512,4.9885,14.3528,10.6926,15.9171,58.9258,46.7588,71.4124,70.4258,70.9164,15.8258,11.0928,50.5796,32.8909
68.7706,0.9313,12.705,68.3692,5.4438,7.4928,29.0227,31.8742,1318.9097,4.9893,14.0255,10.8136,14.6994,58.1665,46.5171,72.1459,70.2085,70.7736,15.8054,11.0943,50.6025,33.8492
84.3418,1.0244,12.7074,69.6192,5.6889,7.7658,29.1633,31.6383,1322.139,4.9901,14.5499,10.8779,16.8635,59.3852,46.8873,71.9552,70.4992,71.5793,16.0426,11.3352,50.7192,35.2699
63.3385,0.7081,12.5979,69.8004,5.5288,7.8894,29.1732,31.6597,1318.6078,4.9885,14.2029,10.9032,15.1159,59.8372,46.6651,72.6887,72.1879,72.178,15.8543,11.0983,50.8118,36.0502
67.3437,0.9155,12.4448,65.8651,5.5989,8.0501,29.042,31.2735,1314.5146,4.9897,14.2246,11.3943,15.2325,60.7894,47.3474,72.4411,71.8817,72.5309,15.7554,11.045,49.8772,35.7166
66.2824,0.805,12.3992,67.8549,5.5563,8.1313,28.9076,31.2092,1314.8621,4.9889,14.5303,11.2427,14.7167,60.5029,47.0505,72.8095,72.4157,72.7356,15.7838,10.9636,49.9371,35.754
70.55,0.7269,12.6017,67.6979,5.4898,8.0547,28.7439,31.2099,1317.4015,4.9887,14.4649,11.1093,15.2671,59.4064,46.3601,72.4317,72.3131,73.7512,15.6763,10.934,49.7077,34.9758
88.2013,0.9317,12.7709,67.2914,5.5796,7.3346,28.6901,31.373,1318.3979,4.9892,14.6737,11.0124,17.4164,58.7269,46.5808,72.9614,72.4138,72.601,16.0618,11.178,50.0741,33.6646
80.5614,1.0589,12.8945,71.4936,5.3564,6.6958,28.689,31.2091,1320.4588,4.9885,14.7681,10.7849,17.127,58.999,46.2115,73.2578,73.2347,72.951,15.979,11.1735,51.5657,34.1162
98.4464,0.9167,12.9087,70.1423,5.3212,6.6713,28.7836,31.3196,1316.9205,4.9779,15.0534,10.6822,21.5765,60.0999,46.223,74.0364,73.0609,73.6078,16.2348,11.3559,50.6591,33.38
