Timestamp,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
1 hr,50,30,20,300,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
2 hr,50,30,20,300,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
3 hr,50,30,20,300,199.8,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
4 hr,50,30,20,300,199.76,300,85.725,0.11,0.8,234.5,24.767,66.825,21.495
5 hr,50.001,30,20,300,199.632,300,85.727,0.11,0.8,234.5,24.767,66.849,21.496
6 hr,50.001,30,20,300,199.583,300,85.731,0.11,0.8,234.5,24.767,66.899,21.497
7 hr,50.002,30,20,300,199.496,300,85.734,0.11,0.8,234.5,24.767,66.936,21.498
8 hr,50.002,30,20,300,199.449,300,85.739,0.11,0.8,234.5,24.767,66.987,21.499
9 hr,50.003,30,20,300,199.388,300,85.743,0.11,0.8,234.5,24.767,67.034,21.5
10 hr,50.003,30,20,300,199.347,300,85.749,0.11,0.8,234.5,24.767,67.087,21.501
11 hr,50.003,30,20,300,199.302,300,85.754,0.11,0.8,234.5,24.767,67.138,21.503
12 hr,50.004,30,20,300,199.269,300,85.761,0.11,0.8,234.5,24.767,67.194,21.504
13 hr,50.004,30,20,300,199.235,300,85.767,0.11,0.8,234.5,24.767,67.249,21.506
14 hr,50.004,30,20,300,199.208,300,85.773,0.11,0.8,234.5,24.767,67.307,21.507
15 hr,50.004,30,20,300,199.183,300,85.78,0.11,0.8,234.5,24.767,67.365,21.509
16 hr,50.004,30,20,300,199.162,300,85.786,0.11,0.8,234.5,24.767,67.425,21.511
17 hr,50.004,30,20,300,199.142,300,85.793,0.11,0.8,234.5,24.767,67.485,21.512
18 hr,50.005,30,20,300,199.125,300,85.8,0.11,0.8,234.5,24.767,67.546,21.514
19 hr,50.005,30,20,300,199.11,300,85.807,0.11,0.8,234.5,24.767,67.608,21.516
20 hr,50.004,30,20,300,199.097,300,85.813,0.11,0.8,234.5,24.767,67.67,21.517
21 hr,50.004,30,20,300,199.086,300,85.82,0.11,0.8,234.5,24.767,67.733,21.519
22 hr,50.004,30,20,300,199.076,300,85.826,0.11,0.8,234.5,24.767,67.796,21.521
23 hr,50.004,30,20,300,199.067,300,85.833,0.11,0.8,234.5,24.767,67.86,21.522
24 hr,50.004,30,20,300,199.059,300,85.839,0.11,0.8,234.5,24.767,67.924,21.524
25 hr,50.004,30,20,300,199.052,300,85.845,0.11,0.8,234.5,24.767,67.988,21.525
26 hr,50.004,30,20,300,199.046,300,85.851,0.11,0.8,234.5,24.767,68.053,21.527
27 hr,50.004,30,20,300,199.04,300,85.856,0.11,0.8,234.5,24.767,68.118,21.528
28 hr,50.003,30,20,300,199.035,300,85.862,0.11,0.8,234.5,24.767,68.183,21.53
29 hr,50.003,30,20,300,199.031,300,85.867,0.11,0.8,234.5,24.767,68.248,21.531
30 hr,50.003,30,20,300,199.027,300,85.872,0.11,0.8,234.5,24.767,68.313,21.532
31 hr,50.003,30,20,300,199.024,300,85.877,0.11,0.8,234.5,24.767,68.379,21.533
32 hr,50.003,30,20,300,199.021,300,85.881,0.11,0.8,234.5,24.767,68.445,21.534
33 hr,50.002,30,20,300,199.019,300,85.885,0.11,0.8,234.5,24.767,68.51,21.536
34 hr,50.002,30,20,300,199.017,300,85.889,0.11,0.8,234.5,24.767,68.576,21.537
35 hr,50.002,30,20,300,199.015,300,85.893,0.11,0.8,234.5,24.767,68.642,21.537
36 hr,50.002,30,20,300,199.013,300,85.896,0.11,0.8,234.5,24.767,68.708,21.538
37 hr,50.002,30,20,300,199.011,300,85.9,0.11,0.8,234.5,24.767,68.775,21.539
38 hr,50.002,30,20,300,199.01,300,85.903,0.11,0.8,234.5,24.767,68.841,21.54
39 hr,50.001,30,20,300,199.009,300,85.906,0.11,0.8,234.5,24.767,68.907,21.541
40 hr,50.001,30,20,300,199.008,300,85.908,0.11,0.8,234.5,24.767,68.973,21.541
41 hr,50.001,30,20,300,199.007,300,85.911,0.11,0.8,234.5,24.767,69.04,21.542
42 hr,50.001,30,20,300,199.006,300,85.913,0.11,0.8,234.5,24.767,69.106,21.542
43 hr,50.001,30,20,300,199.005,300,85.915,0.11,0.8,234.5,24.767,69.173,21.543
44 hr,50.001,30,20,300,199.005,300,85.917,0.11,0.8,234.5,24.767,69.239,21.543
45 hr,50,30,20,300,199.004,300,85.918,0.11,0.8,234.5,24.767,69.306,21.544
46 hr,50,30,20,300,199.004,300,85.92,0.11,0.8,234.5,24.767,69.372,21.544
47 hr,50,30,20,300,199.003,300,85.921,0.11,0.8,234.5,24.767,69.439,21.544
48 hr,50,30,20,300,199.003,300,85.922,0.11,0.8,234.5,24.767,69.505,21.545
49 hr,50,30,20,300,199.003,300,85.923,0.11,0.8,234.5,24.767,69.572,21.545
50 hr,50,30,20,300,199.002,300,85.924,0.11,0.8,234.5,24.767,69.638,21.545
