Timestamp,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
1 hr,50,30,20,300,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
2 hr,50,30,20,300,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
3 hr,49.977,30.011,20,300.8,200,300,85.723,0.11,0.8,234.5,24.767,66.771,21.495
4 hr,49.943,30.028,20,301.6,200.005,300.289,85.53,0.11,0.8,234.512,24.697,66.771,21.446
5 hr,49.907,30.05,20,302.4,200.01,300.787,85.292,0.11,0.8,234.532,24.575,66.77,21.387
6 hr,49.872,30.073,20,303.2,200.016,301.436,84.988,0.111,0.8,234.557,24.416,66.768,21.311
7 hr,49.841,30.097,20,304,200.02,302.192,84.657,0.111,0.8,234.584,24.231,66.766,21.228
8 hr,49.814,30.121,20,304.8,200.025,303.019,84.304,0.111,0.8,234.612,24.028,66.764,21.139
9 hr,49.794,30.144,20,305.6,200.029,303.895,83.942,0.111,0.8,234.639,23.813,66.761,21.048
10 hr,49.779,30.165,20,306.4,200.032,304.8,83.578,0.112,0.8,234.665,23.59,66.759,20.957
11 hr,49.769,30.185,20,307.2,200.034,305.722,83.219,0.112,0.8,234.69,23.363,66.756,20.867
12 hr,49.765,30.203,20,308,200.036,306.651,82.868,0.112,0.8,234.713,23.134,66.753,20.779
13 hr,49.765,30.219,20,308.8,200.037,307.58,82.529,0.112,0.8,234.733,22.904,66.75,20.694
14 hr,49.769,30.234,20,309.6,200.037,308.506,82.204,0.112,0.8,234.752,22.675,66.748,20.612
15 hr,49.776,30.247,20,310.4,200.036,309.426,81.896,0.113,0.8,234.769,22.448,66.745,20.535
16 hr,49.785,30.258,20,311.2,200.036,310.337,81.606,0.113,0.8,234.784,22.222,66.743,20.462
17 hr,49.797,30.268,20,312,200.035,311.239,81.334,0.113,0.8,234.797,21.998,66.741,20.394
18 hr,49.81,30.277,20,312.8,200.033,312.132,81.082,0.113,0.8,234.809,21.776,66.739,20.331
19 hr,49.825,30.285,20,313.6,200.032,313.016,80.849,0.113,0.8,234.819,21.556,66.737,20.273
20 hr,49.841,30.292,20,314.4,200.03,313.891,80.635,0.114,0.8,234.828,21.338,66.735,20.219
